Filter-Beschreibung: This Filter filters out all words that are not in the reference database. 
asylund: 12; 0.0428%; Rang: 79; Referenz: 0.0%
bundesbeamt: 1; 0.002%; Rang: 126; Referenz: 0.0%
primärrohstoffen: 1; 0.002%; Rang: 126; Referenz: 0.0%
hochseeabkommens: 1; 0.002%; Rang: 126; Referenz: 0.0%
patientdaten: 1; 0.002%; Rang: 126; Referenz: 0.0%
technologiepartnerschaften: 1; 0.002%; Rang: 126; Referenz: 0.0%
armutsrisiken: 1; 0.002%; Rang: 126; Referenz: 0.0%
praxistauglicher: 1; 0.002%; Rang: 126; Referenz: 0.0%
sozialversicherungssystemen: 1; 0.002%; Rang: 126; Referenz: 0.0%
einwanderungssystem: 1; 0.002%; Rang: 126; Referenz: 0.0%
nachrichtendienstagentur: 1; 0.002%; Rang: 126; Referenz: 0.0%
datenverfügbarkeit: 1; 0.002%; Rang: 126; Referenz: 0.0%
referenzkunde: 1; 0.002%; Rang: 126; Referenz: 0.0%
niedrigschwelligere: 1; 0.002%; Rang: 126; Referenz: 0.0%
wasserrückhaltefähigkeit: 1; 0.002%; Rang: 126; Referenz: 0.0%
behandlungsterminen: 1; 0.002%; Rang: 126; Referenz: 0.0%
haltungskennzeichnung: 1; 0.002%; Rang: 126; Referenz: 0.0%
gentechnikfreie: 1; 0.002%; Rang: 126; Referenz: 0.0%
wärmenetzgenossen: 1; 0.002%; Rang: 126; Referenz: 0.0%
arbeitshindernisse: 1; 0.002%; Rang: 126; Referenz: 0.0%
sabotagerisiko: 1; 0.002%; Rang: 126; Referenz: 0.0%
orientierungsstudienphasen: 1; 0.002%; Rang: 126; Referenz: 0.0%
ahrtalflut: 1; 0.002%; Rang: 126; Referenz: 0.0%
schwammstädte: 1; 0.002%; Rang: 126; Referenz: 0.0%
teuerbremse: 1; 0.002%; Rang: 126; Referenz: 0.0%
energieeffizienzmaßnahmen: 1; 0.002%; Rang: 126; Referenz: 0.0%
religionsverfassungsrecht: 1; 0.002%; Rang: 126; Referenz: 0.0%
steuerkarusselle: 1; 0.002%; Rang: 126; Referenz: 0.0%
inklusionsunternehmen: 1; 0.002%; Rang: 126; Referenz: 0.0%
nachreden: 1; 0.002%; Rang: 126; Referenz: 0.0%
schwerstbetroffene: 1; 0.002%; Rang: 126; Referenz: 0.0%
auslandsaufklärung: 1; 0.002%; Rang: 126; Referenz: 0.0%
schuldenrestrukturierung: 1; 0.002%; Rang: 126; Referenz: 0.0%
sorgungsforschung: 1; 0.002%; Rang: 126; Referenz: 0.0%
imkerschaft: 1; 0.002%; Rang: 126; Referenz: 0.0%
landeszentralen: 1; 0.002%; Rang: 126; Referenz: 0.0%
euwirtschaftssanktionen: 1; 0.002%; Rang: 126; Referenz: 0.0%
arbeitsschutzkonventionen: 1; 0.002%; Rang: 126; Referenz: 0.0%
milieubündnis: 1; 0.002%; Rang: 126; Referenz: 0.0%
neubildung: 1; 0.002%; Rang: 126; Referenz: 0.0%
anerkennungsbedingungen: 1; 0.002%; Rang: 126; Referenz: 0.0%
krisenfesten: 1; 0.002%; Rang: 126; Referenz: 0.0%
baulandabgabemodell: 1; 0.002%; Rang: 126; Referenz: 0.0%
übertragbarem: 1; 0.002%; Rang: 126; Referenz: 0.0%
konsumtive: 1; 0.002%; Rang: 126; Referenz: 0.0%
digitalkonzernsteuer: 1; 0.002%; Rang: 126; Referenz: 0.0%
nichtzurückweisungsgebot: 1; 0.002%; Rang: 126; Referenz: 0.0%
strukturermittlungsverfahren: 1; 0.002%; Rang: 126; Referenz: 0.0%
cybersicherheitsstärkungsgesetz: 1; 0.002%; Rang: 126; Referenz: 0.0%
atemluftreinheit: 1; 0.002%; Rang: 126; Referenz: 0.0%
allgemeinverbindlichkeitserklärung: 1; 0.002%; Rang: 126; Referenz: 0.0%
kigenerierte: 1; 0.002%; Rang: 126; Referenz: 0.0%
steuererklärungspflicht: 1; 0.002%; Rang: 126; Referenz: 0.0%
beitragsabgaben: 1; 0.002%; Rang: 126; Referenz: 0.0%
glaubhaftes: 1; 0.002%; Rang: 126; Referenz: 0.0%
frauenquoten: 1; 0.002%; Rang: 126; Referenz: 0.0%
digitalunion: 1; 0.002%; Rang: 126; Referenz: 0.0%
börsenstrom: 1; 0.002%; Rang: 126; Referenz: 0.0%
schallschutzmaßnahmen: 1; 0.002%; Rang: 126; Referenz: 0.0%
extremwettern: 1; 0.002%; Rang: 126; Referenz: 0.0%
verantwortungsverteilung: 1; 0.002%; Rang: 126; Referenz: 0.0%
alimentationsprinzips: 1; 0.002%; Rang: 126; Referenz: 0.0%
abgabenmodelle: 1; 0.002%; Rang: 126; Referenz: 0.0%
rüstungskontrollarchitektur: 1; 0.002%; Rang: 126; Referenz: 0.0%
heilkundlichen: 1; 0.002%; Rang: 126; Referenz: 0.0%
entgelttransparenzrichtlinie: 1; 0.002%; Rang: 126; Referenz: 0.0%
nutzungsdurchmischten: 1; 0.002%; Rang: 126; Referenz: 0.0%
junglandwirt: 1; 0.002%; Rang: 126; Referenz: 0.0%
vollzugsdefiziten: 1; 0.002%; Rang: 126; Referenz: 0.0%
substanzanalysen: 1; 0.002%; Rang: 126; Referenz: 0.0%
schulabbrüche: 1; 0.002%; Rang: 126; Referenz: 0.0%
schutzmöglichkeiten: 1; 0.002%; Rang: 126; Referenz: 0.0%
kinderschutzstandards: 1; 0.002%; Rang: 126; Referenz: 0.0%
